Bi,La,Sr,Ca,Ti,Mg,Mn,Zr,Hf
0.8906266,0.046622526,0.06273552,1.5417034e-05,0.36021283,0.37022376,0.08689902,0.061524518,0.12113984
0.89351237,0.051747207,0.05472367,1.676412e-05,0.36701396,0.41119942,0.033752814,0.056989074,0.13104469
0.89516175,0.050164863,0.05465579,1.7606146e-05,0.3839179,0.47335526,0.0038964108,0.021381726,0.117448695
0.8912772,0.04524052,0.06346632,1.6040807e-05,0.36625525,0.42309722,0.020310758,0.060527347,0.12980936
0.8922463,0.033485517,0.07425401,1.4182699e-05,0.42540252,0.4556532,0.0012822269,0.00976891,0.107893184
0.8943487,0.025243776,0.080392726,1.4774699e-05,0.4429419,0.44520056,0.056995966,0.00019789596,0.05466371
0.89922243,0.023217378,0.07754052,1.9565918e-05,0.45761344,0.4026491,0.0004914846,0.028798547,0.11044745
0.893205,0.045334343,0.061443303,1.736031e-05,0.43874064,0.4147103,0.053925287,0.0002104718,0.09241329
0.8895337,0.025828505,0.08462479,1.2955202e-05,0.4666742,0.49560142,0.019067112,0.00015162841,0.018505678
0.8942319,0.038593642,0.06715815,1.6323313e-05,0.4653186,0.49469942,0.017956913,0.00011275203,0.021912308
0.8742317,0.013142157,0.11261508,1.1155279e-05,0.43712282,0.44652715,0.007733787,0.0014084219,0.10720792
0.8715144,0.005256716,0.12321514,1.373531e-05,0.43212512,0.44015977,0.01962968,0.0006125763,0.107472815
0.8585698,0.0029121966,0.13850527,1.27801095e-05,0.40777984,0.40425444,0.08120358,0.0002324543,0.106529705
0.9205515,0.0011433116,0.07828874,1.6445218e-05,0.39041775,0.38849837,0.11509533,0.00021582546,0.105772644
0.9334044,0.0005528268,0.06602377,1.8974744e-05,0.4100831,0.40399262,0.09762369,0.00018564989,0.08811494
0.9163024,0.00040512133,0.08327616,1.6246973e-05,0.49653512,0.50230056,0.0007869109,5.124557e-05,0.00032613112
0.9230895,0.0030014548,0.07389108,1.7951515e-05,0.48331434,0.51259685,0.0032235638,9.174311e-06,0.00085614686
0.91302896,0.012483737,0.074461706,2.5579227e-05,0.4729995,0.5091075,0.009349856,6.45416e-05,0.0084786005
0.91754276,0.009260678,0.07317329,2.3276521e-05,0.48237175,0.5137272,0.0030998648,9.072268e-06,0.00079206744
0.9104965,0.025506813,0.06396389,3.279422e-05,0.4952161,0.4961663,0.0044083,2.1167436e-05,0.0041880882
0.9000859,0.007503595,0.092390515,1.9906043e-05,0.49787688,0.49641958,0.0054948097,6.528724e-06,0.00020230676
0.9269886,0.0005600205,0.072433054,1.8330049e-05,0.49104428,0.50230485,0.0006345445,0.005208266,0.0008080314
0.92322016,0.00027289358,0.07648935,1.757175e-05,0.4979017,0.49455875,0.0073548686,6.531995e-06,0.000178232
0.9420432,0.00026315014,0.057672065,2.1653914e-05,0.48811403,0.5066875,0.0048868437,6.944952e-06,0.00030460104
0.9390805,0.00030166373,0.060597878,1.9904679e-05,0.4842069,0.512334,0.0029170369,8.945651e-06,0.00053321396
0.9363473,0.0007493332,0.06288476,1.8587694e-05,0.5043909,0.49391,0.0015924731,3.1471904e-05,7.5156095e-05
0.9435925,0.0002782714,0.056107208,2.201458e-05,0.4957716,0.50211394,0.0017214795,1.5753643e-05,0.00037719682
0.9340686,0.00023939692,0.065672085,1.9784446e-05,0.4878888,0.50709045,0.0018491873,0.0005524685,0.0026191338
0.92172235,0.00033572965,0.07792538,1.6615582e-05,0.4925061,0.5038685,0.0027440246,1.381764e-05,0.0008674945
0.91498387,0.0003396398,0.08466035,1.6134043e-05,0.48496968,0.51152444,0.0028915093,9.120973e-06,0.00060521276
0.841178,0.0031943657,0.15561727,1.0307707e-05,0.48770198,0.5072412,0.00364189,1.4139574e-05,0.0014007775
0.8620512,0.010862557,0.12707606,1.0291275e-05,0.45908275,0.4632815,0.04072898,0.0002185419,0.036688186
0.8371092,0.0020089047,0.16087061,1.12587395e-05,0.504671,0.48140484,0.0060343686,0.0008719408,0.007017884
0.83732367,0.0028512706,0.15981475,1.0331695e-05,0.47493583,0.46536252,0.030512646,0.0002980032,0.028890982
0.85168356,0.00078782457,0.14751415,1.4414807e-05,0.41213235,0.41819942,0.09154521,0.0016517211,0.07647119
0.85875833,0.0013980912,0.13982902,1.4508056e-05,0.4713718,0.48281926,0.023954192,0.00021048209,0.021644209
0.859319,0.0070825526,0.13358732,1.1248572e-05,0.37552008,0.38901654,0.12386674,0.00031146823,0.11128517
0.8480494,0.001136085,0.15080042,1.4069588e-05,0.37915388,0.40873957,0.09654204,0.0007202451,0.11484418
0.89864457,0.0010559073,0.10028408,1.5406078e-05,0.44018242,0.4277243,0.026299017,0.00041939315,0.10537487
0.9384852,0.00027565833,0.061219275,1.980633e-05,0.4991721,0.48972374,0.0019434647,0.0068573384,0.0023033798
0.9336751,0.00018573941,0.066108905,3.0130874e-05,0.49967167,0.4949691,0.005162254,6.678554e-06,0.00019019454
0.9136492,0.00025718077,0.08607526,1.8452372e-05,0.5036703,0.49460894,0.0015760784,1.6179902e-05,0.00012851726
0.9369273,0.00017777957,0.06285823,3.6621517e-05,0.5009566,0.49835926,0.0004226682,0.00016478624,9.674413e-05
0.9217757,0.00023519919,0.07796947,1.963281e-05,0.50056505,0.49204326,0.0072844215,5.4949993e-05,5.2264906e-05
0.93978053,0.00020837654,0.059987463,2.3678644e-05,0.4882266,0.5025727,0.008925065,6.2151153e-06,0.0002693737
0.9332315,0.0002128769,0.0665336,2.1917871e-05,0.4859644,0.4912288,0.022700718,1.3965986e-05,9.211953e-05
0.9376712,0.0002755942,0.06203365,1.9536454e-05,0.4803379,0.5159462,0.0029683504,8.973823e-06,0.0007386511
0.9279145,0.00020169695,0.071859494,2.4375015e-05,0.4885488,0.5050771,0.006043984,6.6912953e-06,0.00032347196
0.9171082,0.00024483705,0.08262784,1.911194e-05,0.49372122,0.500802,0.00521465,6.6943508e-06,0.0002555533
0.8682479,0.0010255453,0.13071176,1.4846222e-05,0.4925557,0.4999969,0.00719668,6.3192233e-06,0.0002444386
0.8752587,0.0023143527,0.12241232,1.4620818e-05,0.5043029,0.4944169,0.0011548469,2.5552828e-05,9.974651e-05
0.9078472,0.00052079855,0.09161607,1.5955558e-05,0.50612813,0.47946402,0.004159308,0.0060480935,0.004200357
0.9118776,0.0006352474,0.087470494,1.6671598e-05,0.49761915,0.4675057,0.016666206,0.000604566,0.017604427
0.9435446,0.00031505068,0.05611866,2.1723741e-05,0.501707,0.49143583,0.002374921,0.0014452785,0.0030369894
0.94127774,0.0026492276,0.056051616,2.1435764e-05,0.49017635,0.5052504,0.0033868314,1.2836156e-05,0.0011735933
0.92497176,0.0010039003,0.07400741,1.7035229e-05,0.46166852,0.4748221,0.026514545,0.000110637215,0.036884207
0.9083637,0.022127626,0.06948031,2.8356599e-05,0.48072076,0.508861,0.0044506458,0.00024241486,0.005725246
0.89955014,0.04681595,0.05361192,2.2091059e-05,0.45428205,0.45367038,0.03519596,0.00013244091,0.05671905
0.9109584,0.048859876,0.040138036,4.3608583e-05,0.43097618,0.44320717,0.017552527,0.0006927348,0.107571326
0.90145427,0.048786502,0.049735922,2.3176462e-05,0.47654137,0.41828427,0.0075433413,0.00089110126,0.096740015
0.9018438,0.040500578,0.057627577,2.8037237e-05,0.37350854,0.38836443,0.124775186,0.00032038538,0.113031425
0.9020242,0.04609342,0.051856734,2.5572828e-05,0.3899114,0.41284016,0.078199275,0.00038231077,0.11866685
0.89684427,0.03965479,0.0634817,1.9201394e-05,0.442019,0.42254093,0.0005314412,0.027032908,0.10787569
0.89790744,0.039176155,0.062896185,2.0231073e-05,0.38193032,0.41663343,0.0002812195,0.094482824,0.1066723
0.8907222,0.020433692,0.088830665,1.3431871e-05,0.33660182,0.3169252,0.20839874,0.057272118,0.08080216
0.90431523,0.00066083105,0.09500784,1.6046604e-05,0.4065511,0.47072518,0.008162856,0.0020095326,0.112551324
0.8609527,0.0011162618,0.13791649,1.4584102e-05,0.46135813,0.41930842,0.032026567,0.00025252206,0.08705446
0.91007847,0.0010862228,0.08881948,1.5829999e-05,0.42296767,0.4195643,0.080188654,0.00017282846,0.07710655
0.8966424,0.01460568,0.08873283,1.9052402e-05,0.46428806,0.44256246,0.04792842,0.00037060404,0.044850428
0.9296908,0.0050531514,0.0652346,2.1465243e-05,0.46307108,0.5009895,0.016813613,0.00012727681,0.01899859
0.93611324,0.0037511596,0.06011419,2.1401753e-05,0.48679763,0.4712528,0.020360874,0.0020408414,0.019547798
0.9178636,0.027219005,0.05487397,4.3406446e-05,0.40580848,0.46933082,0.0012871987,0.012131526,0.111441985
0.9268131,0.0063132253,0.06685172,2.1900745e-05,0.43527725,0.4370267,0.06366083,0.00018356516,0.06385164
0.9314869,0.004860462,0.063631006,2.1669854e-05,0.4889237,0.506655,0.0031066968,1.8664941e-05,0.0012959614
0.94296783,0.0018350078,0.05517671,2.0467536e-05,0.5066643,0.47721753,0.0064454456,0.0021586483,0.007514137
0.9367323,0.00038420415,0.06286397,1.9516798e-05,0.48872256,0.5041013,0.0028605387,0.00040806917,0.0039075073
0.93250954,0.00055043644,0.0669211,1.8881892e-05,0.47859034,0.4551931,0.0325473,0.0007544261,0.03291484
0.9145725,0.00035903967,0.08505243,1.603245e-05,0.42511073,0.42949608,0.07756261,0.0022309306,0.0655998
0.8939546,0.00044330244,0.10558709,1.5035828e-05,0.4982671,0.4913945,0.00029414738,0.00978437,0.00025982017
0.8936209,0.001337569,0.10502655,1.5051561e-05,0.48254386,0.45987564,0.028041532,0.00096783426,0.028571187
0.89149046,0.00066523283,0.10782903,1.5235088e-05,0.4877318,0.47507995,0.01854874,0.0003587298,0.018280726
0.89781433,0.00041770758,0.10175271,1.5145588e-05,0.4971354,0.4800399,0.010972348,0.0004462627,0.011406182
0.8498218,0.0009674852,0.1491966,1.4215713e-05,0.44978026,0.4578071,0.04576996,0.0001714167,0.046471357
0.84061044,0.0010699491,0.15830606,1.3551505e-05,0.48125836,0.51462364,0.003172641,8.989298e-06,0.00093636836
0.846956,0.001238789,0.1517913,1.3975538e-05,0.48009747,0.51541704,0.0034432416,9.142268e-06,0.0010331193
0.92962974,0.00021517153,0.07013351,2.1534652e-05,0.4886326,0.5061638,0.0048513715,7.015137e-06,0.00034529204
0.9417125,0.00019544004,0.05806452,2.759585e-05,0.48900938,0.5016762,0.009052564,6.1753462e-06,0.00025572177
0.9161059,0.00024139788,0.08363315,1.9536406e-05,0.49978754,0.48242265,0.008319923,0.0005007768,0.008969139
0.92554003,0.0012669514,0.07317624,1.6747259e-05,0.46186003,0.46824965,0.036888637,0.00021653851,0.03278519
0.89416546,0.00043755295,0.10538197,1.50462765e-05,0.41186154,0.41984108,0.054455124,0.0003445828,0.113497585
0.91758704,0.00030513367,0.08209112,1.661498e-05,0.42980292,0.42944607,0.07132286,0.0001840384,0.06924406
0.88059705,0.0008214629,0.11856618,1.5352765e-05,0.4570409,0.45833558,0.04410581,0.00022530393,0.040292386
0.85458934,0.0039378493,0.14146157,1.1252937e-05,0.40023836,0.3946882,0.10950951,0.00021539052,0.09534852
0.86816925,0.003569714,0.12824766,1.3367647e-05,0.38648194,0.38605502,0.121598355,0.00021642601,0.10564825
0.9019295,0.0013346972,0.09672051,1.5261425e-05,0.38257965,0.39645746,0.114422336,0.00073564274,0.105804905
0.8989793,0.039249253,0.061749686,2.1762644e-05,0.35528332,0.35466322,0.11945019,0.055218104,0.1153852
0.906237,0.043166023,0.050561678,3.5232322e-05,0.34825882,0.35774115,0.086904846,0.10336984,0.10372526
0.9081678,0.045632955,0.046161253,3.7937683e-05,0.35801196,0.38124228,0.058988985,0.077616945,0.1241398
0.8951822,0.050101526,0.05469868,1.7647684e-05,0.36591515,0.40367854,0.001722042,0.121544175,0.10714006
0.8960662,0.049713124,0.05420221,1.8432456e-05,0.3815278,0.45849922,0.002269883,0.040967677,0.11673543
0.8990594,0.049330868,0.051589176,2.0583724e-05,0.37656087,0.40186775,0.00027831798,0.1152912,0.10600187
0.90272486,0.027821127,0.06943045,2.3573879e-05,0.38250124,0.4383499,0.0010313677,0.06457445,0.11354308
0.9003552,0.050823104,0.048800103,2.1555996e-05,0.3638873,0.41204482,0.01993431,0.07637859,0.12775494
0.89669186,0.04982193,0.053467438,1.8775114e-05,0.40174544,0.47455302,0.0017558747,0.009332557,0.11261316
0.9009279,0.047474723,0.051574036,2.330316e-05,0.37241837,0.39099553,0.06256991,0.0468715,0.12714472
0.8928309,0.049492657,0.057659887,1.6617487e-05,0.33853534,0.30937555,0.23455885,0.083954066,0.033576157
0.90639883,0.050737996,0.042831965,3.1273557e-05,0.3332967,0.31529394,0.19065486,0.08733814,0.07341643
0.91240996,0.045412116,0.042126685,5.1168718e-05,0.34440413,0.3631302,0.020000057,0.17572188,0.096743725
0.90670234,0.05296882,0.040291883,3.6885016e-05,0.3423912,0.36238232,0.004200963,0.19650887,0.09451659
0.9051264,0.05309972,0.041741587,3.2370554e-05,0.37089503,0.3682887,0.0004920008,0.15667564,0.103648596
0.89962727,0.03190403,0.06844888,1.9806752e-05,0.37064227,0.40768057,0.00060266996,0.115589984,0.105484486
0.89869714,0.048414562,0.052867666,2.0588404e-05,0.34822294,0.3658776,0.053156197,0.12541907,0.10732428
0.90639883,0.04121685,0.052348543,3.573106e-05,0.37220582,0.42722437,0.009938105,0.06509494,0.12553667
0.89502287,0.05354754,0.051410794,1.8786584e-05,0.38884133,0.47810835,0.0052531864,0.011677868,0.11611928
0.8986331,0.049019,0.05232754,2.033369e-05,0.39887157,0.39718786,0.0992665,0.00021318845,0.10446096
0.90500623,0.04926211,0.04570372,2.7924456e-05,0.3785563,0.3844992,0.12551573,0.00026033106,0.11116852
0.9115586,0.03956147,0.048832715,4.721726e-05,0.43447703,0.4440493,0.013481442,0.00085427717,0.10713802
0.9130131,0.02485574,0.062096473,3.4710425e-05,0.3869001,0.4737238,0.010430643,0.009759258,0.11918622
0.89978355,0.015370039,0.08482593,2.0525e-05,0.3587355,0.3645122,0.09957326,0.05787725,0.11930179
0.9334202,0.0047718966,0.061785847,2.2002227e-05,0.38060588,0.42031366,0.074866794,0.0005300847,0.12368361
0.9280309,0.016446313,0.055488408,3.43489e-05,0.3807704,0.39539617,0.11545373,0.00071985426,0.10765992
0.90648574,0.044288136,0.04919126,3.4906032e-05,0.46661404,0.42098764,0.02871378,0.00025398293,0.08343057
0.906839,0.04710865,0.04601919,3.316606e-05,0.42523628,0.44793558,0.01728894,0.0007755381,0.10876362
0.9111035,0.039292425,0.049557906,4.617573e-05,0.40019587,0.4013194,0.086589664,0.00026854998,0.11162645
0.8956048,0.050405223,0.05397215,1.7797582e-05,0.3900958,0.46234775,0.023211252,0.002741545,0.12160372
0.91324097,0.022425503,0.064300716,3.2723114e-05,0.38106468,0.46980006,0.011491632,0.01483376,0.12280986
0.9140079,0.0104113305,0.075556986,2.3856534e-05,0.3786028,0.39541826,0.11571971,0.0006313871,0.10962787
0.89827484,0.0028042619,0.09890467,1.6157699e-05,0.3933966,0.39044634,0.115856275,0.00023089645,0.10006987
0.8665636,0.009241613,0.12418299,1.1725067e-05,0.3975492,0.41027376,0.09834043,0.0005873485,0.093249194
0.87113476,0.009439148,0.119413674,1.2490637e-05,0.48962379,0.50669354,0.00044746685,0.002675037,0.0005601543
0.9310276,0.00051465724,0.068438984,1.8778013e-05,0.49609247,0.4929366,0.01084859,1.1205953e-05,0.00011113199
0.9287175,0.00019052555,0.071062915,2.914001e-05,0.50018996,0.4976697,0.0019097719,1.1724549e-05,0.00021889087
0.92575496,0.00020071755,0.07401919,2.5162022e-05,0.49212006,0.4946797,0.013057205,7.964355e-06,0.00013506538
0.90269953,0.00026251882,0.09701841,1.9468345e-05,0.49258864,0.50255084,0.0045775124,7.071024e-06,0.00027597416
0.8496848,0.00077896233,0.14952202,1.4308226e-05,0.49916935,0.49117872,0.009511852,8.184986e-06,0.00013190624
0.9138333,0.00043245187,0.08571797,1.6189153e-05,0.49003416,0.50570947,0.00052391016,0.0030629507,0.00066945126
0.9320658,0.00026455827,0.067651056,1.8585186e-05,0.498998,0.5002622,0.0005635689,6.7131456e-05,0.00010914336
0.91987157,0.00028374,0.07982748,1.713629e-05,0.5081183,0.49028248,0.0014148351,0.0001275234,5.6866284e-05
0.9331694,0.001132658,0.06568027,1.7732074e-05,0.50278306,0.49563348,0.0004973424,0.0009986354,8.7391374e-05
0.91075647,0.00095250085,0.08827489,1.6137246e-05,0.48031244,0.5114937,0.004245125,8.146485e-05,0.0038672562
0.9370856,0.0015283794,0.061367504,1.8465933e-05,0.47773817,0.5113512,0.0063073086,3.9512914e-05,0.0045638736
0.9180455,0.018529126,0.063392274,3.3048404e-05,0.4753197,0.49562302,0.014636798,0.00019653013,0.014224013
0.89940226,0.021537187,0.07904065,1.9786583e-05,0.44740745,0.43032992,0.046009175,0.00017198255,0.07608149
0.89915526,0.043551687,0.057269417,2.3647226e-05,0.40344468,0.3999626,0.09366645,0.00020436417,0.10272184
0.90500283,0.043066394,0.0518978,3.288897e-05,0.43959185,0.42108533,0.033483997,0.00034544864,0.10549344
0.89670205,0.042251904,0.061026305,1.9804445e-05,0.44809905,0.43006074,0.017391682,0.0005490268,0.10389941
0.9068301,0.04760723,0.045530055,3.2607917e-05,0.41501975,0.45502773,0.017715883,0.0008900657,0.11134654
0.8954251,0.031175338,0.0733839,1.5666767e-05,0.40073684,0.46293074,0.019778797,0.0010417989,0.11551173
0.8978779,0.029091531,0.073013134,1.7461087e-05,0.39281863,0.47144747,0.01416648,0.0033725537,0.11819497
0.8937942,0.04934293,0.056845732,1.718656e-05,0.38994998,0.44453806,0.00058976415,0.0526938,0.11222836
0.89419675,0.03790619,0.067881025,1.6123555e-05,0.40469092,0.44987896,0.028992556,0.00070462417,0.11573291
0.8950598,0.037866883,0.067056604,1.668473e-05,0.4771028,0.4351982,0.020667063,0.0002181834,0.06681383
0.8755658,0.01168872,0.112732984,1.2380866e-05,0.49221364,0.49123108,0.0077842786,0.0003579399,0.008413153
0.88518816,0.011817144,0.102979295,1.5394677e-05,0.46836573,0.44603556,0.04386848,0.00037087293,0.04135936
0.86078084,0.007863072,0.13134481,1.1336128e-05,0.47940445,0.5147096,0.0043045334,1.06262205e-05,0.0015708208
0.8727082,0.0012878524,0.12598911,1.4926431e-05,0.48000762,0.5121954,0.0053175897,1.5748054e-05,0.0024636756
0.89305896,0.021537317,0.08538945,1.4268093e-05,0.49747944,0.49974704,0.002460499,9.692334e-06,0.0003034015
0.886464,0.002871546,0.11064902,1.5451633e-05,0.48818144,0.49948233,0.012084612,6.1421406e-06,0.0002454106
0.89722234,0.019129952,0.08362938,1.8425095e-05,0.49820524,0.49880546,0.002536704,8.979734e-06,0.00044358982
0.88706046,0.022065124,0.09086195,1.2436869e-05,0.49176186,0.5050867,0.0026367458,1.0675338e-05,0.0005039851
0.89157,0.025178242,0.083238244,1.3639978e-05,0.49315083,0.50504553,0.0012261667,3.5502613e-05,0.00054195075
0.89184713,0.039520457,0.06861739,1.4982856e-05,0.46520498,0.5043961,0.014380799,0.00012691294,0.015891235
0.8810186,0.019908033,0.09906273,1.0621036e-05,0.37370986,0.40319473,0.103595026,0.00042685284,0.11907361
0.8913342,0.021525705,0.08712648,1.3553704e-05,0.46229932,0.41936424,0.03058945,0.00026042145,0.08748659
0.8950388,0.046641197,0.0583013,1.8631832e-05,0.4823702,0.42046654,0.014814945,0.00036388403,0.081984445
0.9105645,0.027167924,0.06223334,3.4280234e-05,0.46184272,0.4414284,0.048992112,0.00052698463,0.04720984
0.8917841,0.0094710635,0.09872743,1.7478065e-05,0.37668708,0.38109562,0.14010936,0.00833967,0.09376824
0.90163374,0.0005921762,0.097758606,1.5607391e-05,0.4953645,0.5036003,0.00064143486,7.777933e-05,0.000315956
0.9017564,0.0036508702,0.09457597,1.6821617e-05,0.46349815,0.46175015,0.038957328,0.00024797415,0.035546448
0.88844764,0.003547223,0.107989326,1.5882402e-05,0.4571189,0.4370943,0.054695517,0.00036729252,0.050723948
0.8968124,0.0008876258,0.10228428,1.5723814e-05,0.45974898,0.46390286,0.040123396,0.00022038944,0.03600443
0.89927536,0.0032975613,0.09741062,1.6455735e-05,0.46976903,0.4881799,0.021927044,0.00018483461,0.019939162
0.9136638,0.000842784,0.08547667,1.6612303e-05,0.4928089,0.46566486,0.019702142,0.00093211187,0.02089202
0.89526546,0.00060141715,0.104117855,1.5254e-05,0.44626307,0.42977467,0.064142965,0.00038773703,0.05943153
0.87776244,0.002329486,0.11989331,1.4805234e-05,0.47078753,0.5099896,0.009008863,0.00016844228,0.010045528
0.9086109,0.005254525,0.08611586,1.8689027e-05,0.46635315,0.48616946,0.024954826,0.00017640724,0.022346206
0.9053234,0.02965593,0.064993754,2.6837826e-05,0.49377808,0.47298652,0.016219946,0.00043605588,0.016579472
0.89589095,0.03276874,0.07132402,1.6199876e-05,0.4672203,0.44506332,0.044247426,0.00054096896,0.042928018
0.8915929,0.02170644,0.08668709,1.3635816e-05,0.38825148,0.38768193,0.120758414,0.00021839488,0.10308989
0.89414334,0.019335113,0.08650571,1.5755255e-05,0.46161228,0.46667835,0.037792295,0.00022059801,0.033696428
0.910258,0.000472107,0.08925375,1.6142894e-05,0.38156134,0.39543635,0.11544793,0.00074597134,0.10680844
0.87825096,0.0015649842,0.12016921,1.4832049e-05,0.4509502,0.4560402,0.04784199,0.00019768736,0.044969887
0.94151664,0.0004494651,0.058012042,2.1772477e-05,0.4066726,0.39813066,0.10290626,0.00025543515,0.09203518
0.935377,0.0025392098,0.062064394,1.9363122e-05,0.44535175,0.44878158,0.049681537,0.00015234885,0.056032747
0.92017937,0.0014559102,0.07834859,1.6247814e-05,0.4791333,0.511599,0.004964308,6.562667e-05,0.0042377748
0.91869974,0.010320913,0.07095493,2.4396153e-05,0.45579034,0.4690484,0.038049232,0.00016846582,0.03694372
0.922093,0.0031856818,0.07470339,1.805235e-05,0.46554872,0.4775877,0.022950206,9.5330106e-05,0.03381815
0.9052402,0.00056933274,0.094174616,1.583247e-05,0.40053526,0.43747982,0.043850277,0.00053796615,0.11759665
0.89510673,0.010456293,0.094418645,1.842507e-05,0.4660215,0.42319742,0.007717691,0.0009925459,0.10207084
0.8698922,0.007875852,0.122218534,1.3352955e-05,0.40835577,0.41747224,0.058787577,0.00035249488,0.11503198
0.84385806,0.002239391,0.15389088,1.176179e-05,0.4081328,0.41311604,0.06475422,0.00031060516,0.11368628
0.87811875,0.0087813,0.113085434,1.4567495e-05,0.43829158,0.414125,0.05010994,0.00023388513,0.09723966
0.8876379,0.003630709,0.10871564,1.5719372e-05,0.43426776,0.4252755,0.074396916,0.0002562143,0.065803565
0.8901928,0.005812067,0.10397864,1.6562857e-05,0.54228324,0.36193034,0.0020051156,0.0019284093,0.09185282
0.9011798,0.0391225,0.05967129,2.6361231e-05,0.55950373,0.42228103,0.0028624902,0.000105940286,0.015246856
0.8982488,0.044681422,0.057047535,2.2273729e-05,0.46433333,0.455038,0.041636802,0.00028021954,0.038711578
0.895309,0.046606876,0.05806531,1.8801302e-05,0.45794764,0.4488143,0.048726205,0.00027066504,0.04424115
0.90079755,0.04863975,0.050540283,2.2496259e-05,0.46481252,0.45067063,0.026920242,0.00015371328,0.057442956
0.88939196,0.026628997,0.0839662,1.2823589e-05,0.45445442,0.46083504,0.038061455,0.00013425785,0.046514854
0.89510214,0.025495201,0.0793875,1.5200684e-05,0.44484907,0.44460532,0.04880528,0.00013649819,0.061603803
